group	n	mae	mape	batch
Weekend Morning	271	8.618174148094283	0.6433384451437492	svm_15min_winter
NS route	21927	8.544403292069068	0.29038361845697963	svm_15min_winter
Trolley Type	6291	8.206812629172543	0.27220261608679075	svm_15min_winter
med frequency route	15379	7.927699032501917	0.31044936555986435	svm_15min_winter
Weekend Evening	4262	7.643515421478098	0.3515974777836304	svm_15min_winter
Non-RapidRide	25285	7.591637004190558	0.29518038631099786	svm_15min_winter
Weekend	4968	7.561425296229433	0.3713763445929737	svm_15min_winter
South King County Region	4318	7.099749484749072	0.39871359017502755	svm_15min_winter
Seattle Region	13675	6.628304555251114	0.23049283538906148	svm_15min_winter
low frequency route	4642	6.199106011191089	0.3434278307684239	svm_15min_winter
Weekend Peak	435	6.098788393550857	0.3992574137119586	svm_15min_winter
Night	3618	6.057893991683714	0.3624822219456334	svm_15min_winter
North King County Region	1335	5.251362632039891	0.2357006676202121	svm_15min_winter
East King County Region	4018	4.835428319624416	0.24894311345974185	svm_15min_winter
Summer	0			svm_15min_winter
Express Region	7369	21.629804382971592	0.5081442214435573	svm_15min_summer
RapidRide	4462	21.253426830581752	0.41431274325113193	svm_15min_summer
high frequency route	10784	15.127464027469728	0.3447922545320197	svm_15min_summer
Evening Peak	8386	13.831154885740984	0.3598729367596602	svm_15min_summer
EW route	9748	12.512283633445932	0.4648021407037428	svm_15min_summer
Trolley Type	7781	11.788010416964788	0.42432213992019174	svm_15min_summer
Weekday	32908	11.719075379512983	0.4270618043828745	svm_15min_summer
Morning Peak	10040	11.540442524402135	0.3736491740797963	svm_15min_summer
Midday	8551	11.512654837138964	0.35558322696392947	svm_15min_summer
Summer	39948	11.195071715196441	0.43894390529456073	svm_15min_summer
Conventional Type	32167	11.05164348009651	0.44247093748631905	svm_15min_summer
NS route	30200	10.76990013310717	0.430591055508554	svm_15min_summer
Weekend Morning	395	10.577371215078497	0.8229877489823264	svm_15min_summer
Early Morning	923	10.506820970856802	0.8817663146304366	svm_15min_summer
med frequency route	21951	10.218839665070044	0.45597737843013114	svm_15min_summer
Non-RapidRide	35486	9.930336875404713	0.44205365399845287	svm_15min_summer
Seattle Region	17545	9.339480273741877	0.3501774388132119	svm_15min_summer
Night	5008	9.116357329016745	0.6875855503735174	svm_15min_summer
Weekend Evening	6060	8.805650733506004	0.46398795342313454	svm_15min_summer
Weekend	7040	8.745652313871332	0.49445186380872574	svm_15min_summer
South King County Region	6986	8.651786571308168	0.448967679678052	svm_15min_summer
low frequency route	7213	8.286760476706132	0.5285364712848395	svm_15min_summer
East King County Region	6165	8.098701108093046	0.5601387641914826	svm_15min_summer
North King County Region	1883	7.222326956556586	0.5609991435464136	svm_15min_summer
Weekend Peak	585	6.887328572054336	0.5889748926660948	svm_15min_summer
Winter	0			svm_15min_summer
