stop_id	stop_name
23250	5TH AVE NE & NORTHGATE MALL (23250)
35290	NE 103RD ST & 5TH AVE NE (35290)
1080	9TH AVE & PINE ST (1080)
501	PIONEER SQ STN & 3RD AV - JAMES BAY #C (501)
620	4TH AVE S & S JACKSON ST (620)
700	4TH AVE & PIKE ST (700)
11175	BROADWAY & E HOWELL ST (11175)
35825	23RD AVE E & E JOHN ST (35825)
29278	23RD AVE E & E REPUBLICAN ST (29278)
29280	23RD AVE E & E ALOHA ST (29280)
29300	24TH AVE E & E PROSPECT ST (29300)
29320	24TH AVE E & E GALER ST (29320)
29350	24TH AVE E & E NEWTON ST (29350)
29361	24TH AVE E & E MCGRAW ST (29361)
29380	EAST MONTLAKE PL E & E ROANOKE ST (29380)
25751	MONTLAKE BLVD E & SR 520 (25751)
10914	15TH AVE NE & NE CAMPUS PKWY (10914)
10917	15TH AVE NE & NE 40TH ST (10917)
25243	MONTLAKE BLVD E & E LAKE WASHINGTON BLVD (25243)
29245	EAST MONTLAKE PL E & E ROANOKE ST (29245)
29251	24TH AVE E & E GALER ST (29251)
29253	24TH AVE E & E PROSPECT ST (29253)
29254	23RD AVE E & E ALOHA ST (29254)
29255	23RD AVE E & E ROY ST (29255)
29256	23RD AVE E & E REPUBLICAN ST (29256)
29440	15TH AVE NE & NE CAMPUS PKWY (29440)
29470	NE 45TH ST & 7TH AVE NE (29470)
29480	NE 45TH ST & LATONA AVE NE (29480)
29500	N 45TH ST & SUNNYSIDE AVE N (29500)
17310	N 45TH ST & WALLINGFORD AVE N (17310)
29530	N 45TH ST & WOODLAWN AVE N (29530)
29540	N 45TH ST & STONE WAY N (29540)
29557	N 46TH ST & GREEN LAKE WAY N (29557)
29580	N 46TH ST & FREMONT AVE N (29580)
29600	N 46TH ST & PHINNEY AVE N (29600)
29620	NW MARKET ST & NW 48TH ST (29620)
29630	NW MARKET ST & NW 50TH ST (29630)
29640	NW MARKET ST & 3RD AVE NW (29640)
29650	NW MARKET ST & 5TH AVE NW (29650)
29660	NW MARKET ST & 8TH AVE NW (29660)
29680	NW MARKET ST & 11TH AVE NW (29680)
29700	NW MARKET ST & 15TH AVE NW (29700)
29720	NW MARKET ST & 20TH AVE NW (29720)
29215	NW MARKET ST & 15TH AVE NW (29215)
29217	NW MARKET ST & 11TH AVE NW (29217)
29213	NW MARKET ST & 20TH AVE NW (29213)
29219	NW MARKET ST & 8TH AVE NW (29219)
29220	NW MARKET ST & 6TH AVE NW (29220)
75407	NW MARKET ST & 3RD AVE NW (75407)
29222	NW MARKET ST & NW 50TH ST (29222)
29223	NW MARKET ST & NW 48TH ST (29223)
29227	N 46TH ST & FREMONT AVE N (29227)
29200	N 46TH ST & AURORA AVE N (29200)
29231	N 45TH ST & STONE WAY N (29231)
29232	N 45TH ST & WOODLAWN AVE N (29232)
17410	N 45TH ST & WALLINGFORD AVE N (17410)
29234	N 45TH ST & CORLISS AVE N (29234)
29236	NE 45TH ST & THACKERAY PL NE (29236)
29453	NE 45TH ST & 7TH AVE NE (29453)
29865	NE 45TH ST & ROOSEVELT WAY NE (29865)
29242	NE PACIFIC PL & NE PACIFIC ST (29242)
37350	UNIVERSITY WAY NE & NE 50TH ST (37350)
9561	NE PACIFIC ST & UNIVERSITY WAY NE (9561)
9581	UNIVERSITY WAY NE & NE 41ST ST (9581)
9582	UNIVERSITY WAY NE & NE 43RD ST (9582)
9584	UNIVERSITY WAY NE & NE 45TH ST (9584)
37352	UNIVERSITY WAY NE & NE 55TH ST (37352)
37353	UNIVERSITY WAY NE & NE RAVENNA BLVD (37353)
23540	12TH AVE NE & NE 61ST ST (23540)
36950	NE 65TH ST & ROOSEVELT WAY NE (36950)
16520	NE RAVENNA BLVD & WOODLAWN AVE NE (16520)
36961	EAST GREEN LAKE DR N & 4TH AVE NE (36961)
36990	EAST GREEN LAKE DR N & SUNNYSIDE AVE N (36990)
37010	EAST GREEN LAKE DR N & ORIN CT N (37010)
37020	EAST GREEN LAKE DR N & WALLINGFORD AVE N (37020)
5420	N 85TH ST & WALLINGFORD AVE N (5420)
5450	N 85TH ST & AURORA AVE N (5450)
5470	N 85TH ST & FREMONT AVE N (5470)
41450	N 85TH ST & GREENWOOD AVE N (41450)
37060	NW 85TH ST & 8TH AVE NW (37060)
37074	NW 85TH ST & 12TH AVE NW (37074)
37080	NW 85TH ST & MARY AVE NW (37080)
37086	NW 85TH ST & 24TH AVE NW (37086)
37087	NW 85TH ST & 27TH AVE NW (37087)
37088	NW 85TH ST & 28TH AVE NW (37088)
37089	NW 85TH ST & 30TH AVE NW (37089)
35540	NW 85TH ST & 31ST AVE NW (35540)
35550	NW 85TH ST & 29TH AVE NW (35550)
35600	NW 85TH ST & 15TH AVE NW (35600)
35630	NW 85TH ST & 11TH AVE NW (35630)
35660	NW 85TH ST & 3RD AVE NW (35660)
5330	N 85TH ST & GREENWOOD AVE N (5330)
5350	N 85TH ST & FREMONT AVE N (5350)
5370	N 85TH ST & AURORA AVE N (5370)
5380	N 85TH ST & STONE AVE N (5380)
5400	N 85TH ST & WALLINGFORD AVE N (5400)
35680	EAST GREEN LAKE DR N & WALLINGFORD AVE N (35680)
35690	EAST GREEN LAKE DR N & ORIN CT N (35690)
35710	EAST GREEN LAKE DR N & SUNNYSIDE AVE N (35710)
35720	EAST GREEN LAKE DR N & LATONA AVE NE (35720)
16390	NE RAVENNA BLVD & WOODLAWN AVE NE (16390)
16400	NE RAVENNA BLVD & NE 68TH ST (16400)
16410	NE 65TH ST & NE RAVENNA BLVD (16410)
16465	NE RAVENNA BLVD & ROOSEVELT WAY NE (16465)
38022	UNIVERSITY WAY NE & NE RAVENNA BLVD (38022)
38024	UNIVERSITY WAY NE & NE 55TH ST (38024)
9132	UNIVERSITY WAY NE & NE 50TH ST (9132)
9133	UNIVERSITY WAY NE & NE 45TH ST (9133)
9134	UNIVERSITY WAY NE & NE 43RD ST (9134)
9142	UNIVERSITY WAY NE & NE 41ST ST (9142)
13480	SUMMIT AVE E & E OLIVE WAY (13480)
13500	SUMMIT AVE E & E HARRISON ST (13500)
13510	SUMMIT AVE E & E MERCER ST (13510)
13410	BELLEVUE AVE E & E REPUBLICAN ST (13410)
13420	BELLEVUE AVE E & E THOMAS ST (13420)
13430	BELLEVUE AVE E & E DENNY WAY (13430)
36791	23RD AVE & E JEFFERSON ST (36791)
36800	23RD AVE & E CHERRY ST (36800)
36830	23RD AVE & E UNION ST (36830)
36845	23RD AVE & E OLIVE ST (36845)
35821	23RD AVE E & E JOHN ST (35821)
35850	23RD AVE & E PINE ST (35850)
35860	23RD AVE & E UNION ST (35860)
37160	CALIFORNIA AVE SW & SW COLLEGE ST (37160)
37170	CALIFORNIA AVE SW & SW HILL ST (37170)
37180	CALIFORNIA AVE SW & PALM AVE SW (37180)
37200	SW SEATTLE ST & CALIFORNIA AVE SW (37200)
32371	CALIFORNIA AVE SW & SW COLLEGE ST (32371)
31830	CALIFORNIA AVE SW & SW GENESEE ST (31830)
11230	10TH AVE E & E PROSPECT ST (11230)
11250	10TH AVE E & E GALER ST (11250)
11270	10TH AVE E & E HOWE ST (11270)
11290	10TH AVE E & E MILLER ST (11290)
11300	E ROANOKE ST & BROADWAY  E (11300)
10915	HARVARD AVE E & EASTLAKE AVE E (10915)
9580	NE CAMPUS PKWY & BROOKLYN AVE NE BAY #1 (9580)
9650	11TH AVE NE & NE 45TH ST (9650)
9140	UNIVERSITY BRIDGE & NE 40TH ST (9140)
10916	HARVARD AVE E & EASTLAKE AVE E (10916)
10920	HARVARD AVE E & E SHELBY ST (10920)
10940	10TH AVE E & E ROANOKE ST (10940)
10950	10TH AVE E & E MILLER ST (10950)
10970	10TH AVE E & E NEWTON ST (10970)
10990	10TH AVE E & E GALER ST (10990)
11010	10TH AVE E & E PROSPECT ST (11010)
15521	SW ADMIRAL WAY & 38TH AVE SW (15521)
15532	SW ADMIRAL WAY & 41ST AVE SW (15532)
35060	S ORCAS ST & 55TH AVE S (35060)
15480	SW ADMIRAL WAY & SW CITY VIEW ST (15480)
46130	S OTHELLO ST & 42ND AVE S (46130)
46140	S OTHELLO ST & 44TH AVE S (46140)
46150	S OTHELLO ST & 46TH AVE S (46150)
46160	S OTHELLO ST & 48TH AVE S (46160)
46165	S OTHELLO ST & RAINIER AVE S (46165)
34640	SEWARD PARK AVE S & S OTHELLO ST (34640)
34650	SEWARD PARK AVE S & S MYRTLE ST (34650)
34660	SEWARD PARK AVE S & S WILLOW ST (34660)
34680	SEWARD PARK AVE S & S HOLLY ST (34680)
34690	SEWARD PARK AVE S & WILSON AVE S (34690)
34700	SEWARD PARK AVE S & 57TH AVE S (34700)
34710	SEWARD PARK AVE S & S HAWTHORNE RD (34710)
34720	SEWARD PARK AVE S & LAKESHORE DR S (34720)
34730	SEWARD PARK AVE S & S JUNEAU ST (34730)
34740	SEWARD PARK AVE S & S ORCAS ST (34740)
34750	SEWARD PARK AVE S & 56TH AVE S (34750)
34760	S DAWSON ST & 54TH AVE S (34760)
34770	S DAWSON ST & 51ST AVE S (34770)
34780	50TH AVE S & S HUDSON ST (34780)
34790	50TH AVE S & S FERDINAND ST (34790)
34800	50TH AVE S & S ALASKA ST (34800)
34810	50TH AVE S & S OREGON ST (34810)
34820	S GENESEE ST & 50TH AVE S (34820)
34840	S GENESEE ST & 47TH AVE S (34840)
34850	S GENESEE ST & 45TH AVE S (34850)
34860	S GENESEE ST & 43RD AVE S (34860)
34870	S GENESEE ST & 41ST AVE S (34870)
34880	S GENESEE ST & 39TH AVE S (34880)
34881	S GENESEE ST & 37TH AVE S (34881)
35960	S ALASKA ST & 35TH AVE S (35960)
35979	S ALASKA ST & MARTIN L KING JR WAY S (35979)
35990	S COLUMBIAN WAY & S AMERICUS ST (35990)
30460	S COLUMBIAN WAY & BEACON AVE S (30460)
30470	S COLUMBIAN WAY & S ANGELINE ST (30470)
30453	VETERANS ADMINISTRATION HOSPITAL (30453)
30480	S COLUMBIAN WAY & VETERANS ADMINISTRATION HOSPITAL RD (30480)
30490	S COLUMBIAN WAY & S OREGON ST (30490)
30510	15TH AVE S & S DAKOTA ST (30510)
30520	S COLUMBIAN WAY & 15TH AVE S (30520)
30530	S COLUMBIAN WAY & S SPOKANE ST (30530)
99252	SODO BUSWAY & S SPOKANE ST (99252)
21990	DELRIDGE WAY SW & SW ANDOVER ST (21990)
22009	DELRIDGE WAY SW & SW GENESEE ST (22009)
19978	SW GENESEE ST & 30TH AVE SW (19978)
31861	CALIFORNIA AVE SW & SW CHARLESTOWN ST (31861)
31871	CALIFORNIA AVE SW & SW SPOKANE ST (31871)
31890	CALIFORNIA AVE SW & SW HANFORD ST (31890)
31900	CALIFORNIA AVE SW & SW STEVENS ST (31900)
31910	CALIFORNIA AVE SW & SW LANDER ST (31910)
51834	HIGHLAND PARK WAY SW & 2ND AVE SW (51834)
15540	SW ADMIRAL WAY & CALIFORNIA AVE SW (15540)
15560	SW ADMIRAL WAY & 46TH AVE SW (15560)
15570	SW ADMIRAL WAY & SW WAITE ST (15570)
15580	SW ADMIRAL WAY & 49TH AVE SW (15580)
15588	SW ADMIRAL WAY & 51ST AVE SW (15588)
15610	SW ADMIRAL WAY & SW LANDER ST (15610)
15630	SW ADMIRAL WAY & 57TH AVE SW (15630)
15650	SW ADMIRAL WAY & 61ST AVE SW (15650)
14961	61ST AVE SW & SW STEVENS ST (14961)
14962	61ST AVE SW & SW ADMIRAL WAY (14962)
14963	SW ADMIRAL WAY & 60TH AVE SW (14963)
14970	SW ADMIRAL WAY & 59TH AVE SW (14970)
14980	SW ADMIRAL WAY & 57TH AVE SW (14980)
15000	SW ADMIRAL WAY & SW STEVENS ST (15000)
15002	SW ADMIRAL WAY & 51ST AVE SW (15002)
15030	SW ADMIRAL WAY & SW LANDER ST (15030)
15040	SW ADMIRAL WAY & 47TH AVE SW (15040)
15050	SW ADMIRAL WAY & 45TH AVE SW (15050)
31920	CALIFORNIA AVE SW & SW ADMIRAL WAY (31920)
31930	CALIFORNIA AVE SW & SW LANDER ST (31930)
31950	CALIFORNIA AVE SW & SW HANFORD ST (31950)
31970	CALIFORNIA AVE SW & SW SPOKANE ST (31970)
31990	CALIFORNIA AVE SW & SW ANDOVER ST (31990)
32000	CALIFORNIA AVE SW & SW DAKOTA ST (32000)
32010	CALIFORNIA AVE SW & SW GENESEE ST (32010)
33220	SW ALASKA ST & FAUNTLEROY WAY SW (33220)
33221	SW ALASKA ST & 36TH AVE SW (33221)
19922	SW GENESEE ST & 30TH AVE SW (19922)
21600	DELRIDGE WAY SW & SW GENESEE ST (21600)
99253	SODO BUSWAY & S SPOKANE ST (99253)
30770	S COLUMBIAN WAY & S SPOKANE ST (30770)
30790	15TH AVE S & S DAKOTA ST (30790)
30800	15TH AVE S & S NEVADA ST (30800)
30820	S COLUMBIAN WAY & S SNOQUALMIE ST (30820)
30830	S COLUMBIAN WAY & S ANGELINE ST (30830)
36680	S COLUMBIAN WAY & BEACON AVE S (36680)
36690	S COLUMBIAN WAY & S AMERICUS ST (36690)
36700	S ALASKA ST & S ALASKA PL (36700)
36711	S ALASKA ST & MARTIN LUTHER KING JUNIOR WAY S (36711)
36720	S ALASKA ST & 35TH AVE S (36720)
34910	S GENESEE ST & 36TH AVE S (34910)
34920	S GENESEE ST & 38TH AVE S (34920)
34930	S GENESEE ST & CASCADIA AVE S (34930)
34940	S GENESEE ST & 42ND AVE S (34940)
34950	S GENESEE ST & 45TH AVE S (34950)
34960	S GENESEE ST & 46TH AVE S (34960)
34970	S GENESEE ST & 48TH AVE S (34970)
34980	50TH AVE S & S GENESEE ST (34980)
34990	50TH AVE S & S SNOQUALMIE ST (34990)
35000	50TH AVE S & S ALASKA ST (35000)
35010	50TH AVE S & S ANGELINE ST (35010)
35020	WILSON AVE S & S HUDSON ST (35020)
35030	WILSON AVE S & S DAWSON ST (35030)
35040	WILSON AVE S & S BRANDON ST (35040)
35050	WILSON AVE S & S FINDLAY ST (35050)
35070	SEWARD PARK AVE S & S ORCAS ST (35070)
35080	SEWARD PARK AVE S & S JUNEAU ST (35080)
35090	SEWARD PARK AVE S & S HAWTHORNE RD (35090)
35100	SEWARD PARK AVE S & OAKHURST RD S (35100)
35110	SEWARD PARK AVE S & S MORGAN ST (35110)
35120	SEWARD PARK AVE S & S HOLLY ST (35120)
35130	SEWARD PARK AVE S & S WILLOW ST (35130)
35140	SEWARD PARK AVE S & S MYRTLE ST (35140)
35149	SEWARD PARK AVE S & S OTHELLO ST (35149)
45610	S OTHELLO ST & RAINIER AVE S (45610)
45620	S OTHELLO ST & 48TH AVE S (45620)
45630	S OTHELLO ST & 46TH AVE S (45630)
45640	S OTHELLO ST & 44TH AVE S (45640)
15500	SW ADMIRAL WAY & SW OLGA ST (15500)
45780	4TH AVE S & S FRONT ST (45780)
45790	4TH AVE S & S FIDALGO ST (45790)
37120	CALIFORNIA AVE SW & SW HOLGATE ST (37120)
37140	CALIFORNIA AVE SW & SW WALKER ST (37140)
45840	4TH AVE S & S INDUSTRIAL WAY (45840)
45850	4TH AVE S & S INDUSTRIAL WAY (45850)
30538	4TH AVE S & S SPOKANE ST (30538)
37100	CALIFORNIA AVE SW & SW SEATTLE ST (37100)
37110	CALIFORNIA AVE SW & SW MASSACHUSETTS ST (37110)
19862	SW ALASKA ST & CALIFORNIA AVE SW BAY #1 (19862)
37150	CALIFORNIA AVE SW & SW ADMIRAL WAY (37150)
15060	SW ADMIRAL WAY & CALIFORNIA AVE SW (15060)
15070	SW ADMIRAL WAY & 41ST AVE SW (15070)
15080	SW ADMIRAL WAY & 39TH AVE SW (15080)
15090	SW ADMIRAL WAY & BELVIDERE AVE SW (15090)
15100	SW ADMIRAL WAY & SW OLGA ST (15100)
15120	SW ADMIRAL WAY & SW CITY VIEW ST (15120)
39475	49TH AVE SW & SW STEVENS ST (39475)
39476	49TH AVE SW & SW HANFORD ST (39476)
39477	49TH AVE SW & SW HINDS ST (39477)
39479	49TH AVE SW & SW SPOKANE ST (39479)
39480	SW CHARLESTOWN ST & 49TH AVE SW (39480)
39490	SW CHARLESTOWN ST & 51ST AVE SW (39490)
39500	SW CHARLESTOWN ST & 53RD AVE SW (39500)
39510	55TH AVE SW & SW CHARLESTOWN ST (39510)
39520	55TH AVE SW & SW ANDOVER ST (39520)
39530	55TH AVE SW & SW DAKOTA ST (39530)
39540	55TH AVE SW & SW GENESEE ST (39540)
39550	SW GENESEE ST & 53RD AVE SW (39550)
39560	SW GENESEE ST & 51ST AVE SW (39560)
39750	SW GENESEE ST & 49TH AVE SW (39750)
39760	SW GENESEE ST & 47TH AVE SW (39760)
39770	GLENN WAY SW & 46TH AVE SW (39770)
32013	44TH AVE SW & SW ALASKA ST BAY #5 (32013)
39458	GLENN WAY SW & SW GENESEE ST (39458)
39459	SW GENESEE ST & 47TH AVE SW (39459)
39460	SW GENESEE ST & 49TH AVE SW (39460)
39461	SW GENESEE ST & 51ST AVE SW (39461)
39462	SW GENESEE ST & 53RD AVE SW (39462)
39463	SW GENESEE ST & 55TH AVE SW (39463)
39464	55TH AVE SW & SW DAKOTA ST (39464)
39465	55TH AVE SW & SW ANDOVER ST (39465)
39466	55TH AVE SW & SW CHARLESTOWN ST (39466)
39467	SW CHARLESTOWN ST & 53RD AVE SW (39467)
39468	SW CHARLESTOWN ST & 51ST AVE SW (39468)
39469	49TH AVE SW & SW CHARLESTOWN ST (39469)
39470	49TH AVE SW & SW SPOKANE ST (39470)
39471	49TH AVE SW & SW HINDS ST (39471)
39472	49TH AVE SW & SW HANFORD ST (39472)
39473	49TH AVE SW & SW STEVENS ST (39473)
31736	SW BARTON PL & 22ND AVE SW (31736)
22252	DELRIDGE WAY SW & SW HENDERSON ST (22252)
22253	DELRIDGE WAY SW & SW BARTON ST (22253)
21090	SW ROXBURY ST & 12TH AVE SW (21090)
21110	SW ROXBURY ST & 8TH AVE SW (21110)
21120	SW ROXBURY ST & 5TH AVE SW (21120)
21140	OLSON PL SW & 3RD AVE SW (21140)
21141	OLSON-MYERS WAY PARK AND RIDE (21141)
32100	S CLOVERDALE ST & 5TH AVE S (32100)
32120	S CLOVERDALE ST & 8TH AVE S (32120)
32140	S CLOVERDALE ST & 12TH AVE S (32140)
32150	14TH AVE S & S CLOVERDALE ST (32150)
32160	16TH AVE S & EAST MARGINAL WAY S (32160)
79561	EAST MARGINAL WAY S & 14TH AVE S (79561)
45740	EAST MARGINAL WAY S & ELLIS AVE S (45740)
45751	EAST MARGINAL WAY S & CORSON AVE S (45751)
40871	CORSON AVE S & S WILLOW ST (40871)
40873	CORSON AVE S & S WARSAW ST (40873)
40876	S BAILEY ST & CARLETON AVE S (40876)
41740	13TH AVE S & S BAILEY ST (41740)
41750	S ALBRO PL & STANLEY AVE S (41750)
41760	SWIFT AVE S & 16TH AVE S (41760)
41800	15TH AVE S & S PEARL ST (41800)
41805	15TH AVE S & S SHELTON ST (41805)
41819	15TH AVE S & S ANGELINE ST (41819)
41830	15TH AVE S & S OREGON ST (41830)
41850	15TH AVE S & S SPOKANE ST (41850)
41870	15TH AVE S & S HANFORD ST (41870)
41880	15TH AVE S & S STEVENS ST (41880)
41930	9TH AVE & ALDER ST (41930)
41940	9TH AVE & JAMES ST (41940)
41950	9TH AVE & COLUMBIA ST (41950)
42080	15TH AVE S & S OREGON ST (42080)
11191	10TH AVE E & E MERCER ST (11191)
41990	9TH AVE & MARION ST (41990)
42000	9TH AVE & CHERRY ST (42000)
42010	9TH AVE & ALDER ST (42010)
42048	15TH AVE S & S STEVENS ST (42048)
42050	15TH AVE S & S HANFORD ST (42050)
42070	15TH AVE S & S SPOKANE ST (42070)
42091	15TH AVE S & S ANGELINE ST (42091)
42105	15TH AVE S & S SHELTON ST (42105)
42120	15TH AVE S & S DAWSON ST (42120)
42130	15TH AVE S & S LUCILE ST (42130)
42140	15TH AVE S & S ORCAS ST (42140)
46022	ELLIS AVE S & S WARSAW ST (46022)
46025	ELLIS AVE S & S MYRTLE ST (46025)
79569	EAST MARGINAL WAY S & S WEBSTER ST (79569)
31660	16TH AVE S & EAST MARGINAL WAY S (31660)
31670	14TH AVE S & S CLOVERDALE ST (31670)
31680	S CLOVERDALE ST & 12TH AVE S (31680)
31700	S CLOVERDALE ST & 8TH AVE S (31700)
31720	S CLOVERDALE ST & 5TH AVE S (31720)
21150	OLSON PL SW & 3RD AVE SW (21150)
21170	SW ROXBURY ST & 5TH PL SW (21170)
31560	SW ROXBURY ST & 8TH AVE SW (31560)
31580	SW ROXBURY ST & 12TH AVE SW (31580)
31590	SW ROXBURY ST & 15TH AVE SW BAY #4 (31590)
21310	DELRIDGE WAY SW & SW CAMBRIDGE ST (21310)
21320	DELRIDGE WAY SW & SW BARTON ST (21320)
22185	DELRIDGE WAY SW & SW TRENTON ST (22185)
48290	4TH AVE SW & SW 104TH ST (48290)
48390	1ST AVE S & SW 124TH ST (48390)
6240	DEXTER AVE N & DENNY WAY (6240)
18455	DEXTER AVE N & HARRISON ST (18455)
18465	DEXTER AVE N & MERCER ST (18465)
18480	DEXTER AVE N & ALOHA ST (18480)
18505	DEXTER AVE N & GALER ST (18505)
18530	DEXTER AVE N & NEWTON ST (18530)
18540	DEXTER AVE N & CROCKETT ST (18540)
18550	DEXTER AVE N & WHEELER ST (18550)
18580	DEXTER AVE N & 4TH AVE N (18580)
18590	DEXTER AVE N & 4TH AVE N (18590)
7498	STONE WAY N & N 38TH ST (7498)
7520	STONE WAY N & N 42ND ST (7520)
7530	STONE WAY N & N ALLEN PL (7530)
17420	MERIDIAN AVE N & N 45TH ST (17420)
17460	MERIDIAN AVE N & N 53RD ST (17460)
17470	N 56TH ST & KEYSTONE PL N (17470)
17490	KIRKWOOD PL N & N 59TH ST (17490)
17510	WOODLAWN AVE N & N 63RD ST (17510)
17530	WOODLAWN AVE NE & SUNNYSIDE AVE N (17530)
16430	NE 65TH ST & ROOSEVELT WAY NE (16430)
35740	NE 65TH ST & 12TH AVE NE (35740)
37360	NE 65TH ST & 16TH AVE NE (37360)
37380	NE 65TH ST & 19TH AVE NE (37380)
37390	NE 65TH ST & 21ST AVE NE (37390)
37400	NE 65TH ST & 23RD AVE NE (37400)
37410	NE 65TH ST & 25TH AVE NE (37410)
37420	NE 65TH ST & 27TH AVE NE (37420)
37430	NE 65TH ST & 29TH AVE NE (37430)
37440	NE 65TH ST & 31ST AVE NE (37440)
37450	NE 65TH ST & 33RD AVE NE (37450)
37460	NE 65TH ST & 35TH AVE NE (37460)
37470	NE 65TH ST & 38TH AVE NE (37470)
37490	NE 65TH ST & 43RD AVE NE (37490)
37500	NE 65TH ST & 45TH AVE NE (37500)
37510	NE 65TH ST & WELLESLEY WAY NE (37510)
37841	NE 65TH ST & 52ND AVE NE (37841)
10620	SAND POINT WAY NE & NE 65TH ST (10620)
10630	SAND POINT WAY NE & NE 70TH ST (10630)
10650	SAND POINT WAY NE & NE 77TH ST (10650)
10658	NOAA & BUILDING 3 (10658)
9901	62ND AVE NE & NE 65TH ST (9901)
37849	NE 65TH ST & SAND POINT WAY NE (37849)
37850	NE 65TH ST & 55TH AVE NE (37850)
37860	NE 65TH ST & 52ND AVE NE (37860)
37870	NE PRINCETON WAY & PRINCETON AVE NE (37870)
37880	NE 65TH ST & 49TH AVE NE (37880)
37890	NE 65TH ST & 47TH AVE NE (37890)
37900	NE 65TH ST & 44TH AVE NE (37900)
37910	NE 65TH ST & 42ND AVE NE (37910)
37920	NE 65TH ST & 39TH AVE NE (37920)
37930	NE 65TH ST & 37TH AVE NE (37930)
37940	NE 65TH ST & 35TH AVE NE (37940)
37950	NE 65TH ST & 32ND AVE NE (37950)
37960	NE 65TH ST & 30TH AVE NE (37960)
37970	NE 65TH ST & 28TH AVE NE (37970)
37980	NE 65TH ST & 26TH AVE NE (37980)
37990	NE 65TH ST & 24TH AVE NE (37990)
38000	NE 65TH ST & RAVENNA AVE NE (38000)
38010	NE 65TH ST & 20TH AVE NE (38010)
38020	NE 65TH ST & 18TH AVE NE (38020)
36930	NE 65TH ST & 15TH AVE NE (36930)
36940	NE 65TH ST & 12TH AVE NE (36940)
17180	WOODLAWN AVE NE & 1ST AVE NE (17180)
17209	WOODLAWN AVE N & N 63RD ST (17209)
17230	KIRKWOOD PL N & N 59TH ST (17230)
17250	N 56TH ST & KEYSTONE PL N (17250)
17260	MERIDIAN AVE N & N 54TH ST (17260)
17280	MERIDIAN AVE N & N 50TH ST (17280)
17300	MERIDIAN AVE N & N 46TH ST (17300)
7350	STONE WAY N & N 45TH ST (7350)
7360	STONE WAY N & N 43RD ST (7360)
7382	STONE WAY N & N 38TH ST (7382)
18260	DEXTER AVE N & 4TH AVE N (18260)
18270	DEXTER AVE N & WHEELER ST (18270)
18295	DEXTER AVE N & 6TH AVE N (18295)
18315	DEXTER AVE N & CROCKETT ST (18315)
18340	DEXTER AVE N & GALER ST (18340)
18359	DEXTER AVE N & ALOHA ST (18359)
18370	DEXTER AVE N & MERCER ST (18370)
18402	DEXTER AVE & DENNY WAY (18402)
18406	BELL ST & 7TH AVE (18406)
10657	NE NOAA DR & GUARD SHACK (10657)
9895	SAND POINT WAY NE & NE 77TH ST (9895)
9900	SAND POINT WAY NE & NE 74TH ST (9900)
9912	SAND POINT WAY NE & NE 70TH ST (9912)
9920	SAND POINT WAY NE & NE 65TH ST (9920)
16509	NE RAVENNA BLVD & NE 65TH ST (16509)
11025	BOREN AVE & JEFFERSON ST (11025)
11035	BOREN AVE & MADISON ST (11035)
900	VIRGINIA ST & 9TH AVE (900)
10280	FAIRVIEW AVE & DENNY WAY (10280)
10305	FAIRVIEW AVE N & HARRISON ST (10305)
5417	7TH AVE NE & NE 42ND ST (5417)
5419	I-5 & NE 45TH ST (5419)
16419	8TH AVE NE & NE 64TH ST (16419)
16425	WEEDIN PL NE & 8TH AVE NE (16425)
16423	5TH AVE NE & NE 70TH ST (16423)
16426	5TH AVE NE & NE MAPLE LEAF PL (16426)
23650	5TH AVE NE & NE 80TH ST (23650)
23670	5TH AVE NE & NE 85TH ST (23670)
23690	5TH AVE NE & NE 90TH ST (23690)
23700	5TH AVE NE & NE 92ND ST (23700)
23710	5TH AVE NE & NE 95TH ST (23710)
23730	5TH AVE NE & NE 98TH ST (23730)
23273	NE 100TH ST & 4TH AVE NE (23273)
23276	NE 100TH ST & 4TH AVE NE (23276)
23270	5TH AVE NE & NE 100TH ST (23270)
23290	5TH AVE NE & NE 95TH ST (23290)
23300	5TH AVE NE & NE 92ND ST (23300)
23310	5TH AVE NE & NE 90TH ST (23310)
23330	5TH AVE NE & NE 85TH ST (23330)
23100	5TH AVE NE & NE 80TH ST (23100)
16428	5TH AVE NE & NE MAPLE LEAF PL (16428)
16424	5TH AVE NE & NE 71ST ST (16424)
16427	WEEDIN PL NE & 8TH AVE NE (16427)
16409	NE RAVENNA BLVD & I-5 (16409)
10210	FAIRVIEW AVE N & MERCER ST (10210)
10225	FAIRVIEW AVE N & THOMAS ST (10225)
10240	BOREN AVE & VIRGINIA ST (10240)
11065	BOREN AVE & PIKE ST (11065)
11075	BOREN AVE & SENECA ST (11075)
11085	BOREN AVE & MADISON ST (11085)
11095	BOREN AVE & JAMES ST (11095)
25880	35TH AVE NE & NE 65TH ST (25880)
25890	35TH AVE NE & NE 68TH ST (25890)
25900	35TH AVE NE & NE 70TH ST (25900)
25920	35TH AVE NE & NE 75TH ST (25920)
25930	35TH AVE NE & NE 77TH ST (25930)
25940	35TH AVE NE & NE 80TH ST (25940)
25960	35TH AVE NE & NE 85TH ST (25960)
25970	35TH AVE NE & NE 87TH ST (25970)
25980	35TH AVE NE & NE 89TH ST (25980)
25990	35TH AVE NE & NE 91ST ST (25990)
26000	35TH AVE NE & NE 93RD ST (26000)
