device_location_id	device_location_descr
2147490632	
2147491732	
2147490477	
2147491822	
2147489889	
2147493229	
2147484155	
2147486320	
2147504506	
2147490570	
2147493232	
2147490732	
2147489723	
2147486393	
2147489652	
2147491652	
2147493304	
2147488185	
2147488019	
2147490744	
2147491756	
2147490794	
2147489749	
2147493222	
150994945	Everett
2147490579	
2147493287	
2147507471	
2147486274	
2147483949	
2147494468	
2147490959	
2147486430	
2147489736	
2147487289	
2147491791	
2147493297	
2147487313	
2147499456	
2147487378	
2147509459	
2147490969	
2147509055	
2147490765	
2147489653	
2147483956	
2147486389	
2147501451	
2147494756	
2147500773	
2147488187	
2147491727	
2147489672	
2147491681	
2147493234	
2147491867	
2147490601	
2147491933	
2147491902	
2147491928	
2147489764	
2147489745	
2147491861	
2147490672	
2147500448	
2147490590	
2147486442	
2147494456	
2147487370	
2147491871	
2147500751	
2147508052	
2147493470	
2147500450	
2147486460	
2147499466	
2147489879	
2147487316	
2147487148	
2147490508	
2147500771	
2147489679	
2147484786	
2147486344	
2147492771	
2147487268	
2147493348	
2147490792	
4211094420	Tukwila Intl Blvd
2147487343	
2147490739	
4211091567	UW Station
2147499458	
2147486341	
2147490524	
2147509454	
2147488149	
2147490742	
2147486357	
2147489690	
2147508060	
2147486359	
2147508053	
2147490693	
2147490835	
2147489700	
2147511448	
2147500749	
2147491770	
2147491721	
2147487357	
2147490772	
2147493283	
2147487350	
2147490782	
2147490738	
2147490766	
2147483972	
2147490706	
2147488159	
2147487287	
2147490756	
2147508055	
2147488028	
2147488166	
2147487257	
2147488001	
2147487977	
2147488203	
2147490754	
2147487382	
2147494453	
2147488161	
2147497254	
2147484437	
2147488027	
2147487284	
2147490760	
2147509458	
2147486345	
2147490506	
2147494448	
2147490513	
2147493458	
2147487361	
2147491725	
2147490522	
2147491671	
2147487276	
2147490769	
2147490650	
2147489888	
2147487285	
2147490734	
2147488167	
2147486342	
2147488017	
2147489747	
2147491937	
2147491907	
2147490770	
2147489730	
2147486343	
2147490687	
2147487398	
2147511758	
2147490740	
2147490680	
2147487965	
2147483852	
2147490751	
2147487402	
2147487346	
2147488164	
2147486396	
2147486255	
2147488033	
2147491920	
2147486452	
2147490728	
2147484402	
2147487401	
2147486258	
2147487275	
2147490816	
2147491731	
2147488012	
2147501502	
2147487272	
2147488210	
2147488006	
2147490686	
2147486284	
2147486273	
2147487362	
2147487306	
2147490553	
2147488199	
2147486365	
2147490675	
2147486423	
2147487261	
2147487248	
2147488054	
2147487993	
2147499463	
2147490659	
2147490605	
2147487407	
2147490511	
2147490819	
2147489716	
2147487283	
2147491653	
2147487949	
2147491677	
2147490546	
2147490780	
2147489755	
2147487400	
2147487399	
2147487280	
2147486176	
2147489658	
2147488180	
2147489657	
2147488004	
2147488197	
2147491891	
2147491724	
2147487358	
2147487405	
2147545054	
2147489737	
2147483876	
2147490495	
2147490788	
2147489712	
2147484409	
2147509056	
2147488201	
2147491897	
2147487078	
2147487377	
2147487994	
2147490494	
2147490797	
2147487300	
2147491668	
2147487290	
2147491726	
2147484803	
2147487262	
2147491676	
2147487998	
2147487990	
2147487298	
2147486291	
2147487951	
2147488148	
2147486261	
2147493262	
2147490893	
2147490624	
2147490531	
2147487972	
2147491885	
2147487274	
2147489754	
2147487281	
2147486417	
2147493227	
2147486321	
2147490658	
2147491765	
2147488150	
2147486432	
2147507468	
2147501511	
2147490801	
2147487356	
2147507470	
2147493274	
2147486374	
2147490758	
2147493236	
2147489659	
2147491917	
2147487979	
2147484752	
2147490667	
2147490518	
2147491921	
2147487869	
2147486457	
2147487954	
2147491664	
2147487288	
2147491848	
2147490954	
2147486315	
2147490625	
2147488049	
2147486437	
2147490609	
2147488037	
2147490762	
2147487299	
2147487279	
2147490789	
2147490671	
2147490657	
2147490654	
2147487171	
2147491698	
2147491715	
2147487252	
2147491894	
2147489751	
2147490551	
2147487347	
2147487309	
2147491666	
2147487354	
2147491927	
2147491705	
2147488055	
2147486296	
2147488040	
2147487403	
2147490623	
2147488035	
2147490817	
2147494467	
2147489852	
2147491763	
2147489742	
2147486350	
2147486263	
2147490691	
2147507467	
2147491680	
2147486249	
2147493268	
2147487976	
2147501454	
2147484778	
2147489748	
2147488008	
2147486413	
2147491711	
2147491906	
2147490845	
2147490462	
2147487254	
2147487303	
2147486388	
2147491923	
2147493357	
2147486323	
2147490809	
2147486447	
2147490802	
2147486252	
2147487270	
2147489851	
2147490717	
2147489660	
2147491804	
2147486391	
2147488193	
2147489691	
2147490716	
2147488195	
2147488191	
2147487406	
2147491849	
2147490874	
2147487294	
2147490757	
2147494455	
2147486339	
2147491683	
2147490539	
2147490544	
2147488005	
2147487301	
2147486285	
2147487291	
2147490785	
2147487961	
2147490581	
2147490472	
2147508062	
2147490962	
2147486440	
2147493239	
2147488034	
2147487983	
2147486384	
2147493257	
2147486383	
2147490504	
2147490509	
2147490616	
2147492761	
2147488020	
2147487381	
2147490596	
2147491852	
2147491901	
2147486355	
2147488022	
2147491675	
2147491682	
2147490813	
2147490676	
2147487286	
2147488007	
2147490673	
2147490505	
2147486446	
2147486299	
2147491875	
2147486326	
2147487297	
2147490703	
2147491718	
2147491674	
2147491685	
2147489725	
2147486400	
2147507474	
2147490565	
2147490750	
2147489717	
2147491661	
2147489664	
2147490773	
2147487968	
2147490664	
2147487249	
2147487292	
2147487269	
2147489727	
2147490559	
2147483884	
2147501455	
2147486248	
2147490646	
2147491713	
2147487273	
2147490779	
2147493762	
2147486332	
2147493364	
2147491904	
2147489655	
2147484148	
2147490891	
2147491854	
2147490961	
2147487251	
2147491883	
2147489750	
2147486349	
2147487295	
2147490583	
2147486312	
2147484151	
2147486293	
2147487302	
2147491672	
2147486386	
2147493376	
2147488155	
2147490499	
2147490527	
2147489759	
2147508064	
2147490532	
2147489743	
2147490951	
2147491936	
2147509057	
2147490463	
2147486334	
2147491905	
2147489872	
2147489661	
2147508050	
2147486422	
2147493226	
2147509049	
2147504516	
2147491656	
2147490831	
2147493224	
2147489860	
2147487996	
2147490644	
2147491657	
2147504515	
2147493367	
2147487282	
2147490662	
2147490776	
2147500754	
2147490832	
2147490690	
2147493193	
2147486259	
2147490630	
2147489696	
2147490749	
2147490592	
2147489734	
2147490503	
2147490620	
2147487296	
2147491884	
2147486366	
2147490467	
2147490790	
2147489763	
2147487975	
2147490684	
2147487967	
2147489704	
2147491888	
2147487395	
2147483854	
2147491903	
2147486454	
2147487277	
2147487953	
2147490827	
2147493381	
2147489703	
2147490640	
2147487982	
2147490783	
2147489662	
2147490903	
2147486288	
2147490660	
2147493197	
2147490873	
2147489714	
2147490870	
2147490775	
2147493277	
2147491665	
2147490525	
2147490787	
2147489683	
2147490837	
2147490818	
2147486317	
2147489692	
2147491659	
2147489857	
2147490793	
2147486308	
2147490784	
2147507456	
2147492958	
2147490586	
2147487323	
2147507457	
2147489735	
2147491678	
2147490828	
2147487991	
2147490580	
2147487962	
2147484789	
2147490582	
2147483904	
2147486449	
2147490796	
2147483923	
2147491893	
2147493217	
2147486256	
2147489878	
2147486438	
2147489875	
2147486439	
2147489752	
2147489853	
2147486410	
2147493453	
2147486451	
2147507454	
